Name,Tree,NodeId,Kind,NodeName,Description,MaxPoints,Threshold,PositionX,PositionY,Option1Name,Option1Description,Option2Name,Option2Description,Option3Name,Option3Description
Masochist_basic_ss_stem1,Masochist,basic_ss_stem1,basic,Wellspring,+2% increased Maximum Mana per point.,6,0,640.0,400.0,,,,,,
Masochist_basic_ss_stem2,Masochist,basic_ss_stem2,basic,Bleeding Thought,+2% increased Mana Regeneration per point.,6,0,880.0,400.0,,,,,,
Masochist_basic_ss_a0,Masochist,basic_ss_a0,basic,Volatile Minds,+1% increased Spell Damage per point for every 5% of your maximum mana that is missing.,12,0,640.0,200.0,,,,,,
Masochist_basic_ss_a1,Masochist,basic_ss_a1,basic,Arcane Martyrdom,Your spells have a 3% chance per point to cast a second time. The second cast costs 1% of your current health per point.,10,0,880.0,200.0,,,,,,
Masochist_basic_ss_a2,Masochist,basic_ss_a2,basic,Unstable Conduit,"Casting a spell grants a stack of Unstable for 5 seconds, up to 5 stacks. Each stack gives +1% increased Spell Damage and +1% increased mana cost per point.",8,0,1120.0,200.0,,,,,,
Masochist_basic_ss_b0,Masochist,basic_ss_b0,basic,Mental Anguish,Using a skill with a mana cost also costs 0.5% of your current health per point. This cannot kill you.,8,0,640.0,600.0,,,,,,
Masochist_basic_ss_b1,Masochist,basic_ss_b1,basic,Sacrificial Focus,+2% increased Anguish gained from health spent as an ability cost per point.,8,0,880.0,600.0,,,,,,
Masochist_basic_ss_b2,Masochist,basic_ss_b2,basic,Rupture Focus,"When your Energy Shield breaks, enemies within 6 metres are stunned for 0.1 seconds per point.",8,0,1120.0,600.0,,,,,,
Masochist_basic_ss_c0,Masochist,basic_ss_c0,basic,Grim Study,+2% increased Area of Effect per point.,6,0,1120.0,400.0,,,,,,
Masochist_basic_ss_c1,Masochist,basic_ss_c1,basic,Deep Reserves,+2% increased maximum Anguish per point.,6,0,1360.0,400.0,,,,,,
Masochist_keystone_ss_kA,Masochist,keystone_ss_kA,keystone,Exsanguinate,"Your spells deal 1% more damage for every 2 points of Anguish you currently hold, but your mana does not regenerate.",1,0,1360.0,200.0,,,,,,
Masochist_keystone_ss_kB,Masochist,keystone_ss_kB,keystone,Martyr's Wellspring,Health spent as an ability cost is not taken immediately. It becomes a debuff on you that deals the same total damage over 4 seconds.,1,0,1360.0,600.0,,,,,,
Masochist_keystone_ss_kC,Masochist,keystone_ss_kC,keystone,Soul Scourge,"You gain 30% more Anguish from health spent as an ability cost, and 50% less Anguish from health lost to damage.",1,0,1600.0,400.0,,,,,,
Masochist_basic_fl_stem0,Masochist,basic_fl_stem0,basic,Stigmata,+2% increased damage over time damage per point.,6,0,-400.0,1040.0,,,,,,
Masochist_basic_fl_stem1,Masochist,basic_fl_stem1,basic,Lingering Hurt,+2% increased damage over time duration per point.,6,0,-640.0,1040.0,,,,,,
Masochist_basic_fl_stem2,Masochist,basic_fl_stem2,basic,Penitent,+1% increased Maximum Health per point.,6,0,-880.0,1040.0,,,,,,
Masochist_basic_fl_a0,Masochist,basic_fl_a0,basic,Endurance in Suffering,"For each unique debuff on you, +1% increased damage and +0.5% increased Damage Reduction per point.",8,0,-640.0,840.0,,,,,,
Masochist_basic_fl_a1,Masochist,basic_fl_a1,basic,Wound Channeling,"Damage from debuffs on you is increased by 1% per point, and you deal 1% increased damage per point to enemies carrying a debuff you also carry.",8,0,-880.0,840.0,,,,,,
Masochist_basic_fl_a2,Masochist,basic_fl_a2,basic,Symphony of Pain,"Debuffs on you last 2% longer per point, and their effect on you is reduced by 1% per point.",8,0,-1120.0,840.0,,,,,,
Masochist_basic_fl_b0,Masochist,basic_fl_b0,basic,Contagious Torment,"When a debuff on you deals damage, enemies within 6 metres have a 1% chance per point to receive a random debuff you carry.",8,0,-640.0,1240.0,,,,,,
Masochist_basic_fl_b1,Masochist,basic_fl_b1,basic,Empathic Link,"When an enemy dies, its debuffs have a 2% chance per point to pass to a random enemy within 6 metres.",8,0,-880.0,1240.0,,,,,,
Masochist_basic_fl_b2,Masochist,basic_fl_b2,basic,Beacon of Despair,You radiate an aura that applies a random debuff to enemies within 6 metres every 3 seconds. The duration of those debuffs is increased by 4% per point.,8,0,-1120.0,1240.0,,,,,,
Masochist_basic_fl_c0,Masochist,basic_fl_c0,basic,Shared Agony,+2% increased Anguish gained from health lost to damage over time per point.,8,0,-1120.0,1040.0,,,,,,
Masochist_basic_fl_c1,Masochist,basic_fl_c1,basic,Ceaseless,+2% increased maximum Anguish per point.,6,0,-1360.0,1040.0,,,,,,
Masochist_keystone_fl_kA,Masochist,keystone_fl_kA,keystone,Vessel of Plagues,"You can carry twice as many unique debuffs, and debuffs on you deal 50% more damage to you.",1,0,-1360.0,840.0,,,,,,
Masochist_keystone_fl_kB,Masochist,keystone_fl_kB,keystone,Doctrine of Pain,You deal 4% more damage for each unique debuff on you.,1,0,-1360.0,1240.0,,,,,,
Masochist_keystone_fl_kC,Masochist,keystone_fl_kC,keystone,Flagellant,Every debuff on you grants 5 Anguish per second for as long as it lasts.,1,0,-1600.0,1040.0,,,,,,
Masochist_basic_ll_stem0,Masochist,basic_ll_stem0,basic,Quickened,+1% increased Movement Speed per point.,6,0,400.0,1040.0,,,,,,
Masochist_basic_ll_stem1,Masochist,basic_ll_stem1,basic,Razor's Edge,+3% increased Critical Strike Multiplier per point.,6,0,640.0,1040.0,,,,,,
Masochist_basic_ll_stem2,Masochist,basic_ll_stem2,basic,Defiance,+2% increased Retaliation per point.,6,0,880.0,1040.0,,,,,,
Masochist_basic_ll_a0,Masochist,basic_ll_a0,basic,Living on the Edge,"While at or below 35% health, +2% increased damage per point.",10,0,640.0,840.0,,,,,,
Masochist_basic_ll_a1,Masochist,basic_ll_a1,basic,Last Stand,"While at or below 20% health, +3% increased Critical Strike Chance per point.",8,0,880.0,840.0,,,,,,
Masochist_basic_ll_a2,Masochist,basic_ll_a2,basic,The Catalyst,"While at or below 5% health, your skills have a 5% chance per point not to go on cooldown.",8,0,1120.0,840.0,,,,,,
Masochist_basic_ll_b0,Masochist,basic_ll_b0,basic,Desperate Measures,"While at or below 50% health, +1% increased Movement Speed per point.",8,0,640.0,1240.0,,,,,,
Masochist_basic_ll_b1,Masochist,basic_ll_b1,basic,The Breaking Point,"Dropping below 50% health converts all damage you take into Bleeding over 5 seconds. The conversion lasts 3 seconds, increased by 5% per point, and cannot happen more than once every 10 seconds.",8,0,880.0,1240.0,,,,,,
Masochist_basic_ll_b2,Masochist,basic_ll_b2,basic,Unstable Aura,"While at or below 10% health, you release a nova every 5 seconds dealing damage equal to 1% of your missing health per point to enemies within 6 metres.",8,0,1120.0,1240.0,,,,,,
Masochist_basic_ll_c0,Masochist,basic_ll_c0,basic,Bloodletting,+2% increased Anguish gained from health spent as an ability cost per point.,8,0,1120.0,1040.0,,,,,,
Masochist_basic_ll_c1,Masochist,basic_ll_c1,basic,Threadbare,+2% increased maximum Anguish per point.,6,0,1360.0,1040.0,,,,,,
Masochist_keystone_ll_kA,Masochist,keystone_ll_kA,keystone,The Edge,While at or below 20% health you take 25% less damage and your Anguish does not decrease.,1,0,1360.0,840.0,,,,,,
Masochist_keystone_ll_kB,Masochist,keystone_ll_kB,keystone,Point of No Return,"You cannot be healed above 50% of your maximum health, but you deal 25% more damage.",1,0,1360.0,1240.0,,,,,,
Masochist_keystone_ll_kC,Masochist,keystone_ll_kC,keystone,Low Life,While at or below 35% health you gain 10 Anguish per second.,1,0,1600.0,1040.0,,,,,,
Masochist_capstone_25,Masochist,capstone_25,capstone,The First Vow,Unlocks at 25 points spent. Choose one. The choice is permanent.,1,25,-2000.0,1200.0,"Iron Will, but For the Soul","You can no longer be killed by physical damage, but 50% of all physical damage you take is converted to chaos damage.","The Unbreakable, but For the Mind","You can no longer be stunned or frozen, but your Mana and Energy Shield no longer regenerate naturally.",Water to Blood,"You no longer have a mana pool. All maximum mana is converted into added maximum health, and every ability costs health instead of mana."
Masochist_capstone_50,Masochist,capstone_50,capstone,The Second Vow,Unlocks at 50 points spent. Choose one. The choice is permanent.,1,50,-2000.0,960.0,"The Scourge of Flesh, but For the Self","Your attacks and spells have a 10% chance to inflict a stack of Withered on enemies, but every third skill you cast inflicts a stack of Withered on you.","The Immortal Champion, but For the Weak","Dropping below 50% health grants immunity to all damage for 5 seconds, but you deal 50% less damage while it lasts. This cannot happen more than once every 60 seconds.","The Void Embrace, but For the Sanity",For each Void item you have equipped you gain 50% increased chaos damage and lose 10% of your maximum health.
Masochist_capstone_100,Masochist,capstone_100,capstone,The Third Vow,Unlocks at 100 points spent. Choose one. The choice is permanent.,1,100,-2000.0,720.0,"Reaper's Gambit, but For the End","When you would drop to 0 health you are restored to full health instead, but you die if you take any damage in the next 10 seconds. This cannot happen more than once every 180 seconds.","The Unyielding, but For the World","You are immune to all debuffs and crowd control, but you cannot receive buffs from other players or from city upgrades.","The Cataclysmic Echo, but For the Soul",Each dungeon modifier in the dungeon you are in has a 10% chance to apply to you as a buff and a 25% chance to apply to you as a curse for the rest of that run.
Masochist_capstone_200,Masochist,capstone_200,capstone,The Final Vow,Unlocks at 200 points spent. Choose one. The choice is permanent.,1,200,-2000.0,480.0,"The Martyr, but For the Flesh","All damage you take is also dealt to every enemy within 12 metres, but your Health Regeneration is set to zero.","Apotheosis, but For the Mind","Your Anguish has no maximum, but you take 1% more damage for every 100 Anguish you hold.","The Undying, but For the End",You cannot die while you hold Anguish. Lethal damage instead consumes all of it and leaves you at 1 health. You cannot gain Anguish for 20 seconds afterwards.
