Name,Effect,EnchantmentType,Weight,Tags,IsNegative
Positive_After_being_hit_by_a_melee_attack_you_gain_10_2,After being hit by a melee attack you gain 10%-20% increased movement speed for 2 seconds,Generic,4.0,"Stat.Defense.Melee, Stat.Utility.Movespeed, Trigger.OnHit",False
Positive_Archon_s_Aegis_2_Piece_Bonus_Your_block_chanc,Archon's Aegis (2-Piece Bonus): Your block chance is increased by 25%,Set,5.0,Stat.Defense.Block,False
Positive_Archon_s_Aegis_6_Piece_Bonus_When_you_block_a,"Archon's Aegis (6-Piece Bonus): When you block an attack, you become immune to all damage for 3 seconds. (10s cd)",Set,5.0,Stat.Defense.Block,False
Positive_Archon_s_Aegis_10_Piece_Bonus_When_your_healt,"Archon's Aegis (10-Piece Bonus): When your health falls below 10%, you are instantly healed to 100% of your maximum health. (10 minute cd)",Set,5.0,Stat.Defense.Life,False
Positive_Tyrant_s_Chains_2_Piece_Bonus_Your_pets_and_m,Tyrant's Chains (2-Piece Bonus): Your pets and minions deal 50% more damage,Set,6.0,Type.Minion,False
Positive_Tyrant_s_Chains_6_Piece_Bonus_When_a_pet_or_m,"Tyrant's Chains (6-Piece Bonus): When a pet or minion dies, it explodes, dealing 50% of its maximum health as Death damage to all nearby enemies. Additionally, a new, powerful Tyrant's Minion is summoned to fight for you for a short duration",Set,6.0,"Type.Minion, Element.Death",False
Positive_Tyrant_s_Chains_10_Piece_Bonus_Your_Tyrant_s,Tyrant's Chains (10-Piece Bonus): Your Tyrant's Minion now casts your ultimate ability every 3 seconds,Set,6.0,"Type.Minion, Slot.Ultimate",False
Positive_Chronomancer_s_Time_Lock_2_Piece_Bonus_All_de,Chronomancer's Time-Lock (2-Piece Bonus): All debuffs you apply to enemies now last 50% longer,Set,7.0,"Type.Debuff, Keyword.CC",False
Positive_Chronomancer_s_Time_Lock_6_Piece_Bonus_When_a,"Chronomancer's Time-Lock (6-Piece Bonus): When an enemy dies while affected by one of your debuffs, there is a 25% chance for a 'Time-Lock' to occur. This freezes all nearby enemies for 2 seconds",Set,7.0,"Type.Debuff, Keyword.CC, Trigger.OnKill",False
Positive_Chronomancer_s_Time_Lock_10_Piece_Bonus_Every,"Chronomancer's Time-Lock (10-Piece Bonus): Every 30 seconds, a ""temporal rift"" appears around you. All enemies that enter the rift are frozen in time for 5 seconds and take 500% more damage from all sources. Every enemy caught in it extends the duration by 1s",Set,7.0,"Type.Debuff, Keyword.CC, Type.AOE.Persistent",False
Positive_Mana_Weaver_2_Piece_Bonus_Your_maximum_mana_i,Mana Weaver (2-Piece Bonus): Your maximum mana is increased by 20%,Set,8.0,Stat.Resource.Mana,False
Positive_Mana_Weaver_6_Piece_Bonus_You_gain_an_aura_th,"Mana Weaver (6-Piece Bonus): You gain an aura that makes you and nearby allies immune to all mana-draining effects. Additionally, every 5 seconds, you gain a stack of ""Mana Surge"" for every 100 maximum mana. Each stack increases your spell damage by 1% for 5 seconds",Set,8.0,"Type.AOE.Aura, Slot.Aura, Stat.Resource.Mana, Type.Spell",False
Positive_Mana_Weaver_10_Piece_Bonus_Your_ultimate_abil,"Mana Weaver (10-Piece Bonus): Your ultimate ability no longer has a cooldown. Instead, its mana cost is doubled every time you use it. This cost resets at the beginning of every dungeon",Set,8.0,"Slot.Ultimate, Stat.Resource.Mana",False
Positive_Brute_s_Heart_2_Piece_Bonus_You_gain_25_incr,Brute's Heart (2-Piece Bonus): You gain 25% increased damage against enemies that are within 5 meters of you,Set,9.0,"Scope.MeleeOnly, Stat.Offense.Global",False
Positive_Brute_s_Heart_6_Piece_Bonus_When_your_health,"Brute's Heart (6-Piece Bonus): When your health falls below 50%, you gain a powerful aura that taunts all nearby enemies and increases your armor and resistances by 50%",Set,9.0,"Stat.Defense.Life, Type.AOE.Aura, Slot.Aura, Stat.Defense.Armor, Stat.Defense.Resist, Trigger.LowLife, Keyword.CC",False
Positive_Brute_s_Heart_10_Piece_Bonus_Every_30_seconds,"Brute's Heart (10-Piece Bonus): Every 30 seconds, you can unleash a powerful ""Ground Pound"" that deals 500% of your armor as damage to all enemies in a large radius and stuns them for 3 seconds. The cooldown of this ability is reduced by 0.5 seconds per kill",Set,9.0,"Stat.Defense.Armor, Type.AOE.PointBlank, Keyword.CC, Trigger.OnKill",False
Positive_Spellblade_s_Will_2_Piece_Bonus_Your_melee_at,Spellblade's Will (2-Piece Bonus): Your melee attacks have a 25% chance to trigger an ability with a cooldown,Set,10.0,"Type.Strike, Type.Melee",False
Positive_Spellblade_s_Will_6_Piece_Bonus_When_you_use,"Spellblade's Will (6-Piece Bonus): When you use a melee attack, you gain a stack of Spellslinger which reduces the mana cost of your spells by 10% per stack, and when you use a spell, you gain a stack of Dervish which increases your attack speed for melee attacks by 10% per stack",Set,10.0,"Type.Strike, Stat.Resource.Mana, Type.Spell, Stat.Offense.Speed",False
Positive_Spellblade_s_Will_10_Piece_Bonus_Your_melee_a,Spellblade's Will (10-Piece Bonus): Your melee attacks have a 25% of triggering one of your spells. This does not put the spell on cooldown but does use it's mana cost,Set,10.0,"Type.Strike, Type.Spell",False
Positive_Demon_King_s_Regalia_2_Piece_Bonus_You_deal_2,Demon King's Regalia (2-Piece Bonus): You deal 25% more damage to enemies that are within 5 meters of you.,Set,11.0,"Scope.MeleeOnly, Stat.Offense.Global",False
Positive_Demon_King_s_Regalia_6_Piece_Bonus_When_your,"Demon King's Regalia (6-Piece Bonus): When your health falls below 25%, you enter a ""Demonic Rage"" becoming immune to all crowd control and dealing 100% more damage for 10 seconds. (5 minute cd)",Set,11.0,"Stat.Defense.Life, Trigger.LowLife, Keyword.CC",False
Positive_Demon_King_s_Regalia_10_Piece_Bonus_If_you_wo,"Demon King's Regalia (10-Piece Bonus): If you would be killed during Demonic Rage, instead gain 100% crit chance and crit multi and become immune to all damage for 3 seconds. Killing a Rare or higher enemy instanly heals you to full, failing to results in your death",Set,11.0,"Stat.Offense.Crit, Trigger.LowLife, Trigger.OnKill",False
Positive_Plague_Doctor_2_Piece_Bonus_Your_DoT_effects,Plague Doctor (2-Piece Bonus): Your DoT effects deal 25% more damage,Set,12.0,Keyword.DoT.Generic,False
Positive_Plague_Doctor_6_Piece_Bonus_When_you_apply_a,"Plague Doctor (6-Piece Bonus): When you apply a DoT to an enemy, all other DoTs you have on that enemy have their duration refreshed",Set,12.0,Keyword.DoT.Generic,False
Positive_Plague_Doctor_10_Piece_Bonus_When_an_enemy_di,"Plague Doctor (10-Piece Bonus): When an enemy dies while affected by a DoT from you, it explodes and applies all of your DoTs to all nearby enemies",Set,12.0,"Keyword.DoT.Generic, Type.AOE.PointBlank, Trigger.OnKill",False
Positive_Starvation_2_Piece_Bonus_You_have_5_life_m,"Starvation (2-Piece Bonus): You have +5% life, mana, and es leech.",Set,13.0,"Stat.Recovery.Leech, Stat.Resource.ClassResource",False
Positive_Starvation_6_Piece_Bonus_You_gain_5_damage_r,Starvation (6-Piece Bonus): You gain 5% damage reduction for each active unique instance of leech,Set,13.0,Stat.Recovery.Leech,False
Positive_Starvation_10_Piece_Bonus_When_you_kill_an_en,"Starvation (10-Piece Bonus): When you kill an enemy, gain a stack of ""Famished."" Each stack increases all of your leech by 5%. Stacks last 4 seconds",Set,13.0,Stat.Recovery.Leech,False
Positive_Null_Emperor_2_Piece_Bonus_Your_attacks_have,Null Emperor (2-Piece Bonus): Your attacks have a 25% chance to silence an enemy for 1 second,Set,14.0,"Type.Strike, Type.Melee, Keyword.CC",False
Positive_Null_Emperor_6_Piece_Bonus_Every_time_you_hit,"Null Emperor (6-Piece Bonus): Every time you hit a silenced enemy, you gain a stack of ""Void."" At 10 stacks, your next ability costs no mana and deals 100% more damage",Set,14.0,"Stat.Resource.Mana, Keyword.Consume",False
Positive_Null_Emperor_10_Piece_Bonus_While_you_have_at,"Null Emperor (10-Piece Bonus): While you have at least 10 stacks of Void, you gain an aura of void energy that has a 50% chance to consume enemy projectiles",Set,14.0,"Type.AOE.Aura, Slot.Aura, Stat.Defense.Ranged",False
Positive_Shard_of_Anarchy_2_Piece_Bonus_Every_30_secon,"Shard of Anarchy (2-Piece Bonus): Every 30 seconds, a random buff or debuff is applied to you",Set,15.0,"Trigger.Timer, Type.Buff, Type.Debuff",False
Positive_Shard_of_Anarchy_6_Piece_Bonus_When_you_take,"Shard of Anarchy (6-Piece Bonus): When you take damage, you have a 10% chance to become immune to the damage type that hit you for 5 seconds",Set,15.0,,False
Positive_Shard_of_Anarchy_10_Piece_Bonus_Every_30_seco,"Shard of Anarchy (10-Piece Bonus): Every 30 seconds, you gain a stack of 'Temporal Flux.' When you use a skill, you consume all stacks of 'Temporal Flux' and your skill is cast a random number of times. The bonus is permanent for the rest of the dungeon",Set,15.0,"Keyword.Consume, Scope.Global",False
Positive_Divine_Retribution_2_Piece_Bonus_Your_energy,Divine Retribution (2-Piece Bonus): Your energy shield is increased by 25%,Set,16.0,Stat.Defense.EnergyShield,False
Positive_Divine_Retribution_6_Piece_Bonus_When_your_en,"Divine Retribution (6-Piece Bonus): When your energy shield is broken, you smite all nearby enemies",Set,16.0,Stat.Defense.EnergyShield,False
Positive_Divine_Retribution_10_Piece_Bonus_Every_10_se,"Divine Retribution (10-Piece Bonus): Every 10 seconds, you gain a stack of 'Sanctified Power.' When you block an attack, you consume all stacks of 'Sanctified Power' and all of your skills are instantly refreshed. The bonus is permanent for the rest of the dungeon",Set,16.0,"Stat.Defense.Block, Keyword.Consume, Trigger.OnBlock",False
Positive_Warlord_s_Will_2_Piece_Bonus_Your_armor_is_in,Warlord's Will (2-Piece Bonus): Your armor is increased by 25%,Set,17.0,Stat.Defense.Armor,False
Positive_Warlord_s_Will_6_Piece_Bonus_When_you_take_da,"Warlord's Will (6-Piece Bonus): When you take damage, you have a 10% chance to summon a ""Warhound"" to fight for you for a short duration. The Warhound taunts enemies and deals damage based on your armor",Set,17.0,"Type.Minion, Stat.Defense.Armor",False
Positive_Warlord_s_Will_10_Piece_Bonus_Every_30_second,"Warlord's Will (10-Piece Bonus): Every 30 seconds, you gain a stack of 'Tactical Advantage.' When you use a movement ability, you consume all stacks of 'Tactical Advantage' and gain 100% more movement speed and 50% more damage for 5 seconds. This bonus scales with the number of enemies in the area",Set,17.0,"Stat.Utility.Movespeed, Slot.Movement, Slot.Movement, Keyword.Consume",False
Positive_Reaper_s_Embrace_2_Piece_Bonus_You_gain_10_m,Reaper's Embrace (2-Piece Bonus): You gain 10% more life from all sources,Set,18.0,Stat.Defense.Life,False
Positive_Reaper_s_Embrace_6_Piece_Bonus_When_a_minion,"Reaper's Embrace (6-Piece Bonus): When a minion or pet dies, it leaves behind a ""Soul"" that can be picked up. Picking up a Soul grants a stack of Soul Strike that increases your damage by 10% for 5 seconds. Max 10 stacks.",Set,18.0,Type.Minion,False
Positive_Reaper_s_Embrace_10_Piece_Bonus_For_each_stac,"Reaper's Embrace (10-Piece Bonus): For each stack of Soul Strike you gain 5% cull on hit. Killing an enemy instanly spawns one of your minions, up to your max",Set,18.0,Type.Minion,False
