Name,WeaponType,DamageType,Slot,SkillName,SkillDescription,Tags,Shape,ShapeParams,CritChancePercent,DamagePercent,Cooldown,ManaCost
Pestilence_Wand_Special,Wand,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Void_Wand_Special,Wand,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Greatsword_Support,Greatsword,War,Support,War Shout,Let out a thunderous battle cry that increases your damage by 20% and your armor by 15% for 10 seconds. Nearby allies within 10 meters also receive half the bonus.,"Item.Weapon.Greatsword, Element.War, Stat.Offense.Global, Stat.Defense.Armor, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Wand_Special,Wand,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Wand_Special,Wand,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Wand_Special,Wand,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Staff_Support,Staff,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Staff_Support,Staff,Demonic,Support,Quarry,"Mark an enemy as your quarry for 12 seconds. Everything you command breaks off and attacks it, gaining 30% attack speed while the mark holds. If the quarry dies before the mark expires, it jumps to the nearest enemy.","Item.Weapon.Staff, Element.Demonic, Type.Spell, Type.Debuff, Keyword.Summon, Stat.Offense.Speed, Trigger.OnDeath, Slot.Support",Debuff,Range=15; MaxTargets=1; EffectDuration=12; Effect=Quarry; OnDeath=SpreadDebuff; OnDeathRange=8,-1.0,-1.0,-1.0,-1.0
Pestilence_Staff_Support,Staff,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Void_Staff_Support,Staff,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Warhammer_Support,Warhammer,War,Support,Warcry,"Unleash a thunderous battle cry that taunts all nearby enemies within 10 meters to focus their attacks on you for 5 seconds. While taunted enemies are attacking you, you take 20% reduced damage and deal 25% increased damage against them.","Item.Weapon.Warhammer, Element.War, Stat.Defense.Global, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Staff_Support,Staff,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Staff_Support,Staff,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Famine_Staff_Support,Staff,Famine,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Staff_Heavy,Staff,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Staff_Heavy,Staff,Demonic,Heavy,Compel,"Drive a lance of hellfire through an enemy up to 14 meters away, setting it alight. Everything you command strikes that same enemy at once, wherever it happens to be standing.","Item.Weapon.Staff, Element.Demonic, Type.Spell, Type.Projectile, Keyword.Summon, Keyword.DoT.Burn, Stat.Offense.Global, Slot.Heavy",Projectile,Range=14; Radius=1.5; Pierce=0; Speed=0; Burn=1; CommandStrike=1,-1.0,-1.0,-1.0,-1.0
Pestilence_Staff_Heavy,Staff,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Void_Staff_Heavy,Staff,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Axe_Support,Axe,War,Support,Battle Rage,"Channel your fury into a violent rage, increasing your damage by 15% and your attack speed by 20% for 8 seconds. Each kill during the rage resets the duration.","Item.Weapon.Axe, Element.War, Stat.Offense.Global, Stat.Offense.Speed, Trigger.OnKill, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Staff_Heavy,Staff,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Staff_Heavy,Staff,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Famine_Staff_Heavy,Staff,Famine,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Celestial_Staff_Ultimate,Staff,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Staff_Ultimate,Staff,Demonic,Ultimate,Subjugate,"Drive your will into an enemy up to 15 meters away for 300% weapon damage, setting it alight. If the blow leaves it below half health you take it permanently: it fights for you until it dies, keeps its own abilities, and sets alight what it strikes. Holding a thrall reserves 30 Fervour, so your army is only as large as your pool. Bosses cannot be taken.","Item.Weapon.Staff, Element.Demonic, Type.Spell, Type.Minion, Type.Summon, Keyword.Summon, Keyword.DoT.Burn, Stat.Resource.ClassResource, Slot.Ultimate",Summon,Range=15; MaxTargets=1; Burn=1; Possess=1; FervourReserve=30; HealthThresholdPercent=50,-1.0,300.0,-1.0,-1.0
Pestilence_Staff_Ultimate,Staff,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Void_Staff_Ultimate,Staff,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Crossbow_Support,Crossbow,War,Support,Suppressing Fire,"Fire a rapid volley of bolts at a target area, forcing enemies within 5 meters to dodge or be hit. Enemies in the suppression zone have their movement speed reduced by 40%.","Item.Weapon.Crossbow, Element.War, Type.AOE.Persistent, Keyword.CC, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Staff_Ultimate,Staff,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Staff_Ultimate,Staff,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Famine_Staff_Ultimate,Staff,Famine,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Staff_Movement,Staff,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Staff_Movement,Staff,Demonic,Movement,Vesselstep,"Trade places with a creature you command up to 14 meters away. Hellfire erupts at both ends of the trade, setting alight everything near either point and leaving both burning for 4 seconds.","Item.Weapon.Staff, Element.Demonic, Type.Spell, Keyword.Summon, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Movement",Movement,Mode=Swap; Range=14; Radius=3; Burn=1; GroundRadius=3; GroundDuration=4; GroundPercent=25.0,-1.0,-1.0,-1.0,-1.0
Pestilence_Staff_Movement,Staff,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Void_Staff_Movement,Staff,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_Dagger_Support,Dagger,War,Support,Smoke Bomb,"Hurl a smoke bomb at your feet, creating a cloud that blinds nearby enemies for 3 seconds and reduces their chance to hit you by 40%. While inside the cloud your evasion chance is increased by 20% and placing traps costs no arming delay.","Item.Weapon.Dagger, Element.War, Type.AOE.PointBlank, Stat.Defense.Evasion, Keyword.CC, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Staff_Movement,Staff,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Staff_Movement,Staff,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Famine_Staff_Movement,Staff,Famine,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Celestial_Staff_Special,Staff,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Staff_Special,Staff,Demonic,Special,Summon Imp,"Tear a lesser imp out of the rift to fight for you. It attacks the nearest enemy, sets what it hits alight, and lasts 20 seconds. Up to 3 imps may be active at once. Summoning a fourth destroys the oldest, which explodes for damage in a 3 meter radius.","Item.Weapon.Staff, Element.Demonic, Type.Minion, Type.Summon, Keyword.Summon, Keyword.DoT.Burn, Slot.Special",Summon,Count=1; MaxActive=3; Duration=20; Radius=3; Burn=1; Minions=Imp:1,-1.0,-1.0,-1.0,-1.0
Pestilence_Staff_Special,Staff,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Void_Staff_Special,Staff,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Fist_Support,Fist,War,Support,Iron Skin,"Harden your body against incoming blows, increasing your armor by 30% and reducing stagger duration by 60% for 10 seconds. While active, taking a hit that would stagger you instead grants you 10% bonus damage for 3 seconds.","Item.Weapon.Fist, Element.War, Stat.Defense.Armor, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Staff_Special,Staff,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Staff_Special,Staff,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Staff_Special,Staff,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Whip_Support,Whip,Demonic,Support,Coil of Embers,"Wind burning coils about yourself for 10 seconds. Your attack range is increased by 30%, and any enemy that comes within 3 meters is hauled off their feet and dragged back out to the edge of your reach.","Item.Weapon.Whip, Element.Demonic, Type.Buff, Stat.Offense.Range, Keyword.CC, Keyword.Stagger, Slot.Support",SelfBuff,Duration=10; Interval=1; Radius=3; RangeIncrease=30; Knockback=3,-1.0,-1.0,-1.0,-1.0
Pestilence_Whip_Support,Whip,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Void_Whip_Support,Whip,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Shield_Support,Shield,War,Support,Braced Guard,"Raise your shield and brace for impact, increasing your block chance to 100% for 3 seconds. Damage blocked during this time is stored and added to your next attack as bonus damage up to a cap of 200% weapon damage.","Item.Weapon.Shield, Element.War, Stat.Defense.Block, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Whip_Support,Whip,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Whip_Support,Whip,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Famine_Whip_Support,Whip,Famine,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Whip_Heavy,Whip,Demonic,Heavy,Searing Lash,"Crack the whip out to 5 meters, setting alight everything it touches. The lash reaches further than any other one-handed weapon's heavy blow.","Item.Weapon.Whip, Element.Demonic, Type.Strike, Type.Melee, Keyword.DoT.Burn, Slot.Heavy",Strike,Radius=5; Angle=45; Burn=1,-1.0,-1.0,-1.0,-1.0
Pestilence_Whip_Heavy,Whip,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Void_Whip_Heavy,Whip,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Spear_Support,Spear,War,Support,Phalanx Stance,"Brace your spear and enter a defensive stance, reducing incoming melee damage by 25% and granting all active gadgets within 10 meters +20% HP and +15% damage for 8 seconds.","Item.Weapon.Spear, Element.War, Stat.Defense.Melee, Stat.Offense.Global, Type.Deployable, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Demonic_Spear_Support,Spear,Demonic,Support,Held Fast,"Set the spear and read the field for 10 seconds. You deal 10% more damage for every enemy you currently have pinned, and any pinned enemy within 12 meters is set alight again each second it is held.","Item.Weapon.Spear, Element.Demonic, Type.Buff, Stat.Offense.Global, Keyword.CC, Keyword.DoT.Burn, Slot.Support",SelfBuff,Duration=10; Interval=1; Radius=12; MoreDamagePer=10; ScalingSource=Pinned,-1.0,-1.0,-1.0,-1.0
Death_Whip_Heavy,Whip,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Whip_Heavy,Whip,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Famine_Whip_Heavy,Whip,Famine,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Whip_Ultimate,Whip,Demonic,Ultimate,The Gathering,"Lash out in every direction to 14 meters and haul every enemy you catch into a burning heap at your feet. They land for 350% weapon damage, are set alight, and cannot rise for 2 seconds.","Item.Weapon.Whip, Element.Demonic, Type.AOE.PointBlank, Keyword.CC, Keyword.Stagger, Stat.Offense.Range, Keyword.DoT.Burn, Slot.Ultimate",Strike,"Radius=14; Angle=360; Burn=1; ForcedMovement=Pull, Knockdown; ForcedMovementDuration=2",-1.0,350.0,-1.0,-1.0
Pestilence_Whip_Ultimate,Whip,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Void_Whip_Ultimate,Whip,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Sword_Support,Sword,War,Support,Combat Stance,"Adopt a disciplined combat stance, increasing your block chance by 20% and reducing incoming damage by 10% for 8 seconds. Attacks made from this stance deal bonus damage equal to your current block chance percentage.","Item.Weapon.Sword, Element.War, Stat.Defense.Block, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Whip_Ultimate,Whip,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Whip_Ultimate,Whip,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Famine_Whip_Ultimate,Whip,Famine,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Whip_Movement,Whip,Demonic,Movement,Reel,"Throw the whip to a point up to 12 meters away and haul yourself to it. Every enemy the line crosses is dragged along with you and dumped at your feet, set alight.","Item.Weapon.Whip, Element.Demonic, Type.Strike, Type.Melee, Keyword.Charge, Keyword.CC, Keyword.DoT.Burn, Slot.Movement",Movement,Mode=Charge; Range=12; Radius=1.5; Burn=1; ForcedMovement=Drag,-1.0,-1.0,-1.0,-1.0
Pestilence_Whip_Movement,Whip,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Void_Whip_Movement,Whip,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_Whip_Support,Whip,War,Support,Entangle,"Wrap your whip around a target's limbs, reducing their movement speed by 60% and attack speed by 40% for 5 seconds. While entangled, the target takes 20% increased damage from all sources.","Item.Weapon.Whip, Element.War, Keyword.CC, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Whip_Movement,Whip,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Whip_Movement,Whip,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Famine_Whip_Movement,Whip,Famine,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Whip_Special,Whip,Demonic,Special,Tether,"Bind two enemies within 12 meters together with a burning line. Neither can move more than 5 meters from the other, the line sets alight anything that touches it, and if either tries to break away both are dragged back together.","Item.Weapon.Whip, Element.Demonic, Type.Projectile, Keyword.CC, Type.AOE.Persistent, Keyword.DoT.Burn, Slot.Special",Projectile,Range=12; Radius=1.5; Speed=2000; Burn=1; TetherTargets=2; TetherLength=5; TetherDuration=8,-1.0,-1.0,-1.0,-1.0
Pestilence_Whip_Special,Whip,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Void_Whip_Special,Whip,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Greataxe_Ultimate,Greataxe,War,Ultimate,Annihilator,Spin continuously for 3 seconds dealing rapid hits to all enemies within melee range. Each revolution applies bleed and reduces enemy armor by 5%. The final hit at the end of the spin deals 300% weapon damage to all affected enemies.,"Item.Weapon.Greataxe, Element.War, Type.AOE.PointBlank, Type.Channel, Keyword.DoT.Bleed, Stat.Defense.Armor, Slot.Ultimate",,,-1.0,300.0,-1.0,-1.0
Death_Whip_Special,Whip,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Whip_Special,Whip,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Whip_Special,Whip,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Shield_Support,Shield,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_2H_Crossbow_Ultimate,2H Crossbow,War,Ultimate,Artillery Strike,Load and fire a specially crafted explosive bolt at a target location up to 20 meters away. The bolt detonates on impact dealing catastrophic physical damage in a 6 meter radius and applying a bleed to all enemies caught in the blast.,"Item.Weapon.2HCrossbow, Element.War, Type.Projectile, Type.AOE.PointBlank, Keyword.DoT.Bleed, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Shield_Support,Shield,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Shield_Heavy,Shield,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Shield_Heavy,Shield,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Celestial_Shield_Ultimate,Shield,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Shield_Ultimate,Shield,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Shield_Movement,Shield,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Shield_Movement,Shield,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Celestial_Shield_Special,Shield,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Shield_Special,Shield,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Crossbow_Support,Crossbow,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Crossbow_Support,Crossbow,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Crossbow_Support,Crossbow,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Crossbow_Heavy,Crossbow,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Crossbow_Heavy,Crossbow,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Greatsword_Ultimate,Greatsword,War,Ultimate,Warlord's Decree,Channel for 1 second then unleash a catastrophic sweeping strike that hits all enemies within 8 meters for enormous damage. Enemies struck are knocked down for 2 seconds and take 40% increased damage from all sources for 8 seconds.,"Item.Weapon.Greatsword, Element.War, Type.AOE.PointBlank, Keyword.CC, Stat.Offense.Global, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Crossbow_Heavy,Crossbow,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Celestial_Crossbow_Ultimate,Crossbow,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Crossbow_Ultimate,Crossbow,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Warhammer_Ultimate,Warhammer,War,Ultimate,Cataclysm,"Channel for 1.5 seconds then bring your hammer down with world-ending force at a target location up to 8 meters away. The impact deals catastrophic damage in a 8 meter radius, instantly shattering the armor of all enemies hit, knocking them down for 3 seconds, and creating a persistent fissure that deals damage per second for 10 seconds.","Item.Weapon.Warhammer, Element.War, Type.AOE.PointBlank, Type.AOE.Persistent, Keyword.CC, Stat.Defense.Armor, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Crossbow_Ultimate,Crossbow,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Crossbow_Movement,Crossbow,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Crossbow_Movement,Crossbow,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_Axe_Ultimate,Axe,War,Ultimate,Skull Splitter,Wind up for 0.5 seconds then deliver a single catastrophic overhead blow dealing 500% weapon damage to a single target. If the blow kills the target it explodes in a shower of gore that applies bleed at 15 times its normal damage to all enemies within 5 meters.,"Item.Weapon.Axe, Element.War, Type.Strike, Type.Melee, Keyword.DoT.Bleed, Type.AOE.PointBlank, Slot.Ultimate",,,-1.0,500.0,-1.0,-1.0
Chaos_Crossbow_Movement,Crossbow,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Celestial_Crossbow_Special,Crossbow,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Crossbow_Special,Crossbow,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Crossbow_Ultimate,Crossbow,War,Ultimate,Artillery Barrage,"Mark a target location up to 20 meters away. After a 1 second delay, rain down 18 explosive bolts on the marked area over 3 seconds, each bolt deploying a proximity mine on landing. All mines are fully armed immediately. Mines from this ability do not count towards your trap limit.","Item.Weapon.Crossbow, Element.War, Type.Projectile, Type.AOE.PointBlank, Stat.Offense.Global, Type.Trap, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Crossbow_Special,Crossbow,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Pestilence_2H_Crossbow_Support,2H Crossbow,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Dagger_Ultimate,Dagger,War,Ultimate,Death by a Thousand Cuts,"Scatter 5 proximity mines in a ring around yourself and enter a frenzied evasive state for 5 seconds, gaining 30% increased evasion chance. Each mine that detonates during the frenzy applies bleed at double its normal damage. When the frenzy ends, any remaining mines detonate simultaneously.","Item.Weapon.Dagger, Element.War, Type.AOE.PointBlank, Keyword.DoT.Bleed, Stat.Defense.Evasion, Type.Trap, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_2H_Crossbow_Support,2H Crossbow,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Pestilence_2H_Crossbow_Heavy,2H Crossbow,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_2H_Crossbow_Heavy,2H Crossbow,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Pestilence_2H_Crossbow_Ultimate,2H Crossbow,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_2H_Crossbow_Ultimate,2H Crossbow,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Pestilence_2H_Crossbow_Movement,2H Crossbow,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_2H_Crossbow_Movement,2H Crossbow,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Pestilence_2H_Crossbow_Special,2H Crossbow,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_2H_Crossbow_Special,2H Crossbow,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Warhammer_Support,Warhammer,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Warhammer_Support,Warhammer,Demonic,Support,Groundbreaker,"For 10 seconds every blow you land cracks the ground beneath what it hits, leaving a fissure that knocks down the next enemy to cross it. Fissures last 6 seconds and there is no limit to how many you may open.","Item.Weapon.Warhammer, Element.Demonic, Type.Buff, Keyword.Stagger, Trigger.OnHit, Type.AOE.Persistent, Slot.Support",SelfBuff,Duration=10; Terrain=Fissure; TerrainSize=2; TerrainDuration=6,-1.0,-1.0,-1.0,-1.0
Void_Warhammer_Support,Warhammer,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Warhammer_Support,Warhammer,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Famine_Warhammer_Support,Warhammer,Famine,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Warhammer_Heavy,Warhammer,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Warhammer_Heavy,Warhammer,Demonic,Heavy,Molten Crush,"Bring the hammer down on everything in front of you, knocking them back 3 meters and setting them alight. The slowest heavy blow in the game and the hardest.","Item.Weapon.Warhammer, Element.Demonic, Type.Strike, Type.Melee, Keyword.Stagger, Keyword.DoT.Burn, Slot.Heavy",Strike,Radius=3.5; Angle=80; Knockback=3; Burn=1,-1.0,-1.0,-1.0,-1.0
Void_Warhammer_Heavy,Warhammer,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Fist_Ultimate,Fist,War,Ultimate,Unstoppable Force,"Enter an unstoppable rage for 6 seconds. During this time you cannot be stunned, slowed or knocked back. Every hit deals bonus damage equal to 10% of your maximum HP and each punch has a 50% chance to apply bleed.","Item.Weapon.Fist, Element.War, Stat.Defense.Life, Keyword.DoT.Bleed, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Warhammer_Heavy,Warhammer,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Famine_Warhammer_Heavy,Warhammer,Famine,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Celestial_Warhammer_Ultimate,Warhammer,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Warhammer_Ultimate,Warhammer,Demonic,Ultimate,Break the World,"Bring the hammer down once with everything you have. The floor collapses within 12 meters for 450% weapon damage, knocking down and setting alight everything standing on it. What is left is a broken bowl for 12 seconds: anything inside must climb to leave, and anything that falls back in is knocked down again.","Item.Weapon.Warhammer, Element.Demonic, Type.AOE.PointBlank, Type.AOE.Persistent, Keyword.Stagger, Keyword.CC, Keyword.DoT.Burn, Slot.Ultimate",Strike,Radius=12; Angle=360; Burn=1; ForcedMovement=Knockdown; Terrain=Pit; TerrainSize=12; TerrainDuration=12,-1.0,450.0,-1.0,-1.0
Void_Warhammer_Ultimate,Warhammer,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Shield_Ultimate,Shield,War,Ultimate,Fortress,"Plant yourself and become an immovable fortress for 5 seconds. All incoming damage is reduced by 60%, every blocked hit is reflected back at the attacker for 500% of the blocked damage, and nearby allies within 6 meters take 30% less damage.","Item.Weapon.Shield, Element.War, Stat.Defense.Block, Stat.Defense.Global, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Warhammer_Ultimate,Warhammer,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Famine_Warhammer_Ultimate,Warhammer,Famine,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Warhammer_Movement,Warhammer,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Warhammer_Movement,Warhammer,Demonic,Movement,Crater,"Rise and fall on a point up to 9 meters away, breaking the ground open into a pit 5 meters across. Everything caught is knocked down and set alight, and anything inside has to climb out: enemies in the pit cannot charge or leap.","Item.Weapon.Warhammer, Element.Demonic, Type.AOE.PointBlank, Type.AOE.Persistent, Keyword.Stagger, Keyword.CC, Keyword.DoT.Burn, Slot.Movement",Movement,Mode=Leap; Range=9; Radius=5; Burn=1; Terrain=Pit; TerrainSize=5; TerrainDuration=8; ForcedMovement=Knockdown,-1.0,-1.0,-1.0,-1.0
Void_Warhammer_Movement,Warhammer,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
